,id,name,address,city,state,area,postal_code,country,phone,lat,lng,price,reserve_url,mobile_reserve_url,image_url,Unnamed: 0,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
10,102115,Stella 34 Trattoria,Macy’s at Herald Square,New York,NY,New York / Tri-State Area,10001,US,2129679251x,40.750124,-73.988318,2,http://www.opentable.com/single.aspx?rid=102115,http://mobile.opentable.com/opentable/?restId=102115,https://www.opentable.com/img/restimages/102115.jpg,8.0,4.4,93.0,4.3,4.2,4.2,Moderate,Casual Elegant,Italian Pizzeria Contemporary Italian,$30 and under, LUNCH - 11:30am - 4pmBRUNCH - Saturday & Sunday 11:30am - 4pmDINNER - Monday-  Saturday 4pm - 10pm Sunday 4pm - 9:30pmDAILY - 11:30am - 8pm
11,52453,Statler Grill,136 W. 33rd Street,New York,NY,New York / Tri-State Area,10001,US,2127363353,40.749551000000004,-73.98937600000001,3,http://www.opentable.com/single.aspx?rid=52453,http://mobile.opentable.com/opentable/?restId=52453,https://www.opentable.com/img/restimages/52453.jpg,9.0,3.6,66.0,3.8,3.7,3.6,Moderate,Casual Elegant,Steakhouse American,$31 to $50,Breakfast: Monday - Friday: 7:00am - 11:00am; Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Monday - Friday: 4:30pm - 11:00pm
12,108289,Petit Poulet,52 West 33rd Street,New York,NY,New York / Tri-State Area,10001,US,2122440440x,40.748711,-73.98733,2,http://www.opentable.com/single.aspx?rid=108289,http://mobile.opentable.com/opentable/?restId=108289,https://www.opentable.com/img/restimages/108289.jpg,10.0,4.0,81.0,4.0,4.2,4.1,Quiet,Casual Dining,French Wine Bar,$30 and under,Brunch: Saturday - Sunday: 11:00am - 4:30pm;Lunch: Monday - Friday: 11:00am - 4:30pm;Dinner: Sunday - Saturday: 4:30pm - 11:00pm
13,25384,Nirvana,346 Lexington Avenue,New York,NY,New York / Tri-State Area,10001,US,2129830000,40.749984999999995,-73.977439,3,http://www.opentable.com/single.aspx?rid=25384,http://mobile.opentable.com/opentable/?restId=25384,https://www.opentable.com/img/restimages/25384.jpg,11.0,4.2,84.0,4.3,4.4,4.1,Moderate,Casual Dining,Indian,$31 to $50,Lunch: Daily: 11:30am - 3:00pm; Dinner: Sunday - Thursday: 5:00pm - 10:30pm Friday - Saturday: 5:00pm - 11:00pm
14,103219,The Copenhagen,13 Laight St.,New York,NY,New York / Tri-State Area,10001,US,2129251313x,40.72169,-74.006052,2,http://www.opentable.com/single.aspx?rid=103219,http://mobile.opentable.com/opentable/?restId=103219,https://www.opentable.com/img/restimages/103219.jpg,,,,,,,,,,,
15,7298,Tre Dici,128 West 26th Street,New York,NY,New York / Tri-State Area,10001,US,2122438183x,40.745156,-73.992284,3,http://www.opentable.com/single.aspx?rid=7298,http://mobile.opentable.com/opentable/?restId=7298,https://www.opentable.com/img/restimages/7298.jpg,,,,,,,,,,,
16,103831,The Liberty NYC,29 West 35th Street,New York,NY,New York / Tri-State Area,10001,US,212 967 4000,40.750057,-73.985865,2,http://www.opentable.com/single.aspx?rid=103831,http://mobile.opentable.com/opentable/?restId=103831,https://www.opentable.com/img/restimages/103831.jpg,12.0,4.0,76.0,3.6,3.8,3.7,Moderate,Casual Dining,American Bar / Lounge / Bottle Service,$30 and under,Daily: 12:00pm - 4:00am
17,92527,Pennsylvania 6,132 W. 31 St.,New York,NY,New York / Tri-State Area,10001,US,2127273666x,40.748259000000004,-73.990135,3,http://www.opentable.com/single.aspx?rid=92527,http://mobile.opentable.com/opentable/?restId=92527,https://www.opentable.com/img/restimages/92527.jpg,13.0,4.3,87.0,4.2,4.3,4.0,Moderate,Casual Elegant,American Seafood,$31 to $50,Lunch: 11:30AM-4PM Monday - Friday Brunch: 10:00AM-4PM Saturday - SundayDinner: 4PM-10PM Monday - SundayBar: Open Late
18,78730,The NoMad,1170 Broadway,New York,NY,New York / Tri-State Area,10001,US,2127961500x,40.745034000000004,-73.988671,3,http://www.opentable.com/single.aspx?rid=78730,http://mobile.opentable.com/opentable/?restId=78730,https://www.opentable.com/img/restimages/78730.jpg,14.0,4.6,91.0,4.5,4.6,4.6,Moderate,Casual Elegant,Contemporary American,$31 to $50,   Dinner is served Sunday 5:30pm - 10:00pm; Monday through Thursday: 5:30pm - 10:30pm; Friday - Saturday: 5:30pm - 11:00pm.Lunch is served daily in our dining rooms and the Elephant Bar from 12:00pm - 2:30pm. Breakfast is served daily from 7:00am - 10:00am.Brunch is served on Saturdays and Sundays from 11:00am - 2:30pm.The Elephant Bar opens daily at 12 noon. The Library lounge opens for lighter fare and cocktails at 8:00am during the week and at 10:00am on weekends. The NoMad Bar at 10 W28th Street opens at 5:00pm daily. The Elephant Bar Library and NoMad Bar are available on a first-come first-serve basis. After 4:00pm the Library becomes a space reserved for guests of The NoMad Hotel.                                                                        
19,2654,Uncle Jack's Steakhouse - Westside 9th Avenue,440 9th Avenue,New York,NY,New York / Tri-State Area,10001,US,2122440005x,40.7537,-73.99600000000001,3,http://www.opentable.com/single.aspx?rid=2654,http://mobile.opentable.com/opentable/?restId=2654,https://www.opentable.com/img/restimages/2654.jpg,15.0,4.5,82.0,4.4,4.4,4.4,Moderate,Casual Elegant,Steak Seafood American,$31 to $50,Brunch:Sunday 11:00am - 3:00pmLunch: Monday - Saturday 11:30am - 4:00pm Dinner: Sunday & Monday   4:00pm - 10:00pmTuesday - Saturday 4:00pm - 11:00pm
20,113746,Txikito,240 Ninth Ave,New York,NY,New York / Tri-State Area,10001,US,2122424730x,40.747536,-74.000584,3,http://www.opentable.com/single.aspx?rid=113746,http://mobile.opentable.com/opentable/?restId=113746,https://www.opentable.com/img/restimages/113746.jpg,16.0,4.3,81.0,4.2,4.3,3.9,Moderate,Casual Dining,Basque Spanish Tapas / Small Plates,$31 to $50,Sunday- 5:30-10:30Monday-  Thursday: 5:30 pm - 11:00 pmFriday - Saturday: 5:30 pm - 11:30 am
21,48970,Rare Bar and Grill,152 West 26th Street,New York,NY,New York / Tri-State Area,10001,US,2128077273x,40.745517,-73.993724,2,http://www.opentable.com/single.aspx?rid=48970,http://mobile.opentable.com/opentable/?restId=48970,https://www.opentable.com/img/restimages/48970.jpg,17.0,4.0,79.0,4.1,3.9,3.8,Moderate,Casual Dining,Burgers Bar / Lounge / Bottle Service American,$30 and under,Breakfast: Monday - Friday: 6:30am - 10:00am Saturday - Sunday: 7:30am - 10:30amLunch Daily: 11:30am - 2:30pm; Dinner: Sunday-Wednesday: 5:30pm - 11:00pmThursday - Saturday: 5:30pm - 12:00am
22,126826,OCabanon,245 West 29th,New York,NY,New York / Tri-State Area,10001,US,6466697879x,40.748671,-73.994619,3,http://www.opentable.com/single.aspx?rid=126826,http://mobile.opentable.com/opentable/?restId=126826,https://www.opentable.com/img/restimages/126826.jpg,18.0,4.2,90.0,4.2,4.2,4.2,Moderate,Casual Elegant,French International American,$31 to $50,Brunch: Saturday - Sunday: 11:00am -4:00pmLunch: Monday - Sunday: 11:30am - 4:00pmDinner: Monday - Sunday: 11:30am - 12:00am
23,38500,Niles New York City,371 7th Avenue,New York,NY,New York / Tri-State Area,10001,US,2126290210x,40.748688,-73.991635,3,http://www.opentable.com/single.aspx?rid=38500,http://mobile.opentable.com/opentable/?restId=38500,https://www.opentable.com/img/restimages/38500.jpg,19.0,4.3,95.0,4.4,4.3,4.1,Moderate,Casual Dining,Contemporary American,$30 and under,Breakfast: Everyday: 7:00am - 11:00am; Brunch: Saturday & Sunday: 11:00am - 3:00pm; Lunch: Monday - Friday: 11:30am - 3:00pm; Dinner: Everyday: 3:00pm - 11:30pm
24,34375,Seven Bistro,350 7th Avenue,New York,NY,New York / Tri-State Area,10001,US,2129671919x,40.748232,-73.993103,3,http://www.opentable.com/single.aspx?rid=34375,http://mobile.opentable.com/opentable/?restId=34375,https://www.opentable.com/img/restimages/34375.jpg,,,,,,,,,,,
25,139675,SKÁL,37 Canal St.,New York,NY,New York / Tri-State Area,10002,US,2127777518,40.71476,-73.990943,3,http://www.opentable.com/single.aspx?rid=139675,http://mobile.opentable.com/opentable/?restId=139675,https://www.opentable.com/img/restimages/139675.jpg,,,,,,,,,,,
26,58909,Bacaro,136 Division Street,New York,NY,New York / Tri-State Area,10002,US,2129415060,40.714571,-73.99154399999999,2,http://www.opentable.com/single.aspx?rid=58909,http://mobile.opentable.com/opentable/?restId=58909,https://www.opentable.com/img/restimages/58909.jpg,20.0,4.5,88.0,4.4,4.2,4.4,Moderate,Casual Dining,Italian,$30 and under,Dinner: Sunday Tuesday - Thursday: 6:00pm - 12:00pm Friday - Saturday: 6:00pm - 2:00am
27,148687,Cata,245 Bowery,New York,NY,New York / Tri-State Area,10002,US,2125052282x,40.722619,-73.992783,3,http://www.opentable.com/single.aspx?rid=148687,http://mobile.opentable.com/opentable/?restId=148687,https://www.opentable.com/img/restimages/148687.jpg,21.0,4.5,88.0,4.4,4.3,4.3,Moderate,Casual Elegant,Tapas / Small Plates Spanish Mediterranean,$31 to $50,Dinner: Monday - Thursday: 6:00pm - 11:00pmFriday - Saturday: 6:00pm - 12:00amSunday: 5:30pm - 10:00pm
28,103108,Pig and Khao,68 Clinton Street,New York,NY,New York / Tri-State Area,10002,US,2129204485x,40.71925,-73.984737,3,http://www.opentable.com/single.aspx?rid=103108,http://mobile.opentable.com/opentable/?restId=103108,https://www.opentable.com/img/restimages/103108.jpg,,,,,,,,,,,
29,100177,The General,199 Bowery St.,New York,NY,New York / Tri-State Area,10002,US,2122717101x,40.720908,-73.993554,3,http://www.opentable.com/single.aspx?rid=100177,http://mobile.opentable.com/opentable/?restId=100177,https://www.opentable.com/img/restimages/100177.jpg,,,,,,,,,,,
30,20275,Pala,198 Allen Street,New York,NY,New York / Tri-State Area,10002,US,2126147252,40.722704,-73.98868,2,http://www.opentable.com/single.aspx?rid=20275,http://mobile.opentable.com/opentable/?restId=20275,https://www.opentable.com/img/restimages/20275.jpg,,,,,,,,,,,
31,19144,Tre,173 Ludlow Street,New York,NY,New York / Tri-State Area,10002,US,2123533353x,40.72185,-73.987714,3,http://www.opentable.com/single.aspx?rid=19144,http://mobile.opentable.com/opentable/?restId=19144,https://www.opentable.com/img/restimages/19144.jpg,22.0,4.4,95.0,4.5,4.2,4.4,Moderate,Casual Dining,Italian,$31 to $50,Dinner: Monday - Sunday: 5:00pm - 11:00pm  Brunch: Saturday - Sunday: 12:00pm - 4:00pm Friday and Saturday dinner reservations will be honored only if confirmed by phone on the day of the reservation. 
32,147496,The Leadbelly,14B ORCHARD ST,New York,NY,New York / Tri-State Area,10002,US,6465969142x,40.714979,-73.991662,3,http://www.opentable.com/single.aspx?rid=147496,http://mobile.opentable.com/opentable/?restId=147496,https://www.opentable.com/img/restimages/147496.jpg,,,,,,,,,,,
33,131911,Casa Humo Latin Room,181 Essex Street,New York,NY,New York / Tri-State Area,10002,US,2124771550x,40.721947,-73.98659,3,http://www.opentable.com/single.aspx?rid=131911,http://mobile.opentable.com/opentable/?restId=131911,https://www.opentable.com/img/restimages/131911.jpg,,,,,,,,,,,
34,88894,Freemans,8 Rivington Street,New York,NY,New York / Tri-State Area,10002,US,2124200012,40.721468,-73.992866,3,http://www.opentable.com/single.aspx?rid=88894,http://mobile.opentable.com/opentable/?restId=88894,https://www.opentable.com/img/restimages/88894.jpg,,,,,,,,,,,
35,85645,Yopparai,151 Rivington St.,New York,NY,New York / Tri-State Area,10002,US,2127777253,40.719193,-73.985528,3,http://www.opentable.com/single.aspx?rid=85645,http://mobile.opentable.com/opentable/?restId=85645,https://www.opentable.com/img/restimages/85645.jpg,23.0,4.8,96.0,4.7,4.7,4.4,Quiet,Casual Elegant,Japanese,$31 to $50,Dinner: Monday - Saturday: 6:00pm - 12:00am
36,112546,Casa Mezcal,86 Orchard St,New York,NY,New York / Tri-State Area,10002,US,2127772600x,40.71796,-73.99023199999999,3,http://www.opentable.com/single.aspx?rid=112546,http://mobile.opentable.com/opentable/?restId=112546,https://www.opentable.com/img/restimages/112546.jpg,24.0,4.3,70.0,4.1,4.2,4.1,Moderate,Casual Dining,Regional Mexican,$31 to $50,Lunch: Monday - Friday: 12:00pm - 4:00pm Dinner: Monday - Sunday: 4:00pm - 12:00am Brunch: Saturday & Sunday: 12:00pm - 4:00pmLate Night Tacos Friday and Saturday 12am - 2 am
37,110206,Paulaner Brauhaus & Restaurant NYC,265 Bowery,New York,NY,New York / Tri-State Area,10002,US,2127800300x,40.723428999999996,-73.992633,2,http://www.opentable.com/single.aspx?rid=110206,http://mobile.opentable.com/opentable/?restId=110206,https://www.opentable.com/img/restimages/110206.jpg,,,,,,,,,,,
38,85072,Katra Lounge,217 Bowery Street,New York,NY,New York / Tri-State Area,10002,US,2126203033,40.721682,-73.99311,2,http://www.opentable.com/single.aspx?rid=85072,http://mobile.opentable.com/opentable/?restId=85072,https://www.opentable.com/img/restimages/85072.jpg,,,,,,,,,,,
39,81409,Souvlaki GR - LES,116 Stanton St.,New York,NY,New York / Tri-State Area,10002,US,2127770116,40.721148,-73.987157,2,http://www.opentable.com/single.aspx?rid=81409,http://mobile.opentable.com/opentable/?restId=81409,https://www.opentable.com/img/restimages/81409.jpg,25.0,4.6,87.0,4.5,4.2,4.4,Moderate,Casual Dining,Greek,$30 and under,Monday - Thursday: 11:00am - 11:00pmFriday Saturday & Sunday: 11:00am - 12:30am
40,77635,Tiny's & the Bar Upstairs,135 West Broadway,New York,NY,New York / Tri-State Area,10002,US,2123741135x,40.716747,-74.008037,3,http://www.opentable.com/single.aspx?rid=77635,http://mobile.opentable.com/opentable/?restId=77635,https://www.opentable.com/img/restimages/77635.jpg,26.0,4.6,100.0,4.4,4.3,4.4,Moderate,Casual Dining,American,$31 to $50,BREAKFAST- Monday-Friday- 8am-11am LUNCH: Monday-Friday 11:00am-3:30pm   LATE MENU- Daily- 3:30-5:00pm BRUNCH: Saturday- Sunday 9am-3:30pmDINNER: Sunday-Wednesday- 5:00pm-11pm-  *late dinner menu 11pm-12am                  Thursday- Saturday 5:30pm-12:00am - *late dinner menu 12am-1amBAR:  Sunday-Wednesday 11:30am-12am            Thursday- Saturday 11:30am- 1am. 
41,104383,Grey Lady,77 Delancey St,New York,NY,New York / Tri-State Area,10002,US,6465805239,40.71894,-73.990146,2,http://www.opentable.com/single.aspx?rid=104383,http://mobile.opentable.com/opentable/?restId=104383,https://www.opentable.com/img/restimages/104383.jpg,27.0,4.0,75.0,3.8,3.9,3.7,Moderate,Casual Dining,Seafood Contemporary American Comfort Food,$30 and under,Lunch: Tuesday-Friday 12:00pm-5:00pm Dinner: Monday-Sunday 6:00pm-11:00pmBrunch: Saturday & Sunday 11:00am-5pmHappy Hour: Monday - $1 Oysters 6pm-CloseTuesday-Friday 4-7pm ($1 Oysters $5 Beers $8 Wine)
42,52456,Beauty and Essex,146 Essex Street,New York,NY,New York / Tri-State Area,10002,US,2126140146,40.720366999999996,-73.986774,3,http://www.opentable.com/single.aspx?rid=52456,http://mobile.opentable.com/opentable/?restId=52456,https://www.opentable.com/img/restimages/52456.jpg,28.0,4.6,92.0,4.5,4.4,4.6,Moderate,Casual Elegant,Tapas / Small Plates Contemporary American,$31 to $50,Dinner: Daily: 5:00pm - 1:00amBrunch: Saturday & Sunday 11:30am-3:00pm
43,5092,CO-OP Food & Drink,107 Rivington Street,New York,NY,New York / Tri-State Area,10002,US,2127968040x,40.72,-73.988,3,http://www.opentable.com/single.aspx?rid=5092,http://mobile.opentable.com/opentable/?restId=5092,https://www.opentable.com/img/restimages/5092.jpg,,,,,,,,,,,
44,112591,Hill & Dale,115 Allen Street,New York,NY,New York / Tri-State Area,10002,US,2124201115,40.719561999999996,-73.99047,2,http://www.opentable.com/single.aspx?rid=112591,http://mobile.opentable.com/opentable/?restId=112591,https://www.opentable.com/img/restimages/112591.jpg,,,,,,,,,,,
45,116485,Spur Tree at Normans Cay,74 Orchard St.,New York,NY,New York / Tri-State Area,10002,US,6464811229x,40.717596,-73.990222,2,http://www.opentable.com/single.aspx?rid=116485,http://mobile.opentable.com/opentable/?restId=116485,https://www.opentable.com/img/restimages/116485.jpg,,,,,,,,,,,
46,72649,Taverna Di Bacco,175 Ludlow St.,New York,NY,New York / Tri-State Area,10002,US,2124770077,40.721882,-73.987524,3,http://www.opentable.com/single.aspx?rid=72649,http://mobile.opentable.com/opentable/?restId=72649,https://www.opentable.com/img/restimages/72649.jpg,29.0,4.5,87.0,4.5,4.3,4.5,Moderate,Casual Dining,Italian,$31 to $50,Lunch - Monday - Friday : 11:30 a.m. - 4:30 p.m.Dinner - Monday - Saturday: 5 p.m. - 1 a.m.Brunch - Saturday & Sunday: 11:30 a.m. - 4 p.m.Dinner on Sunday: 5 p.m . - 12 a.m.
47,109813,Sauce,78 Rivington St.,New York,NY,New York / Tri-State Area,10002,US,2124207700x,40.720501,-73.989421,2,http://www.opentable.com/single.aspx?rid=109813,http://mobile.opentable.com/opentable/?restId=109813,https://www.opentable.com/img/restimages/109813.jpg,30.0,4.4,86.0,4.4,4.3,4.1,Moderate,Casual Dining,Italian,$30 and under,Brunch: Saturday & Sunday: 11:00am - 4:00pmDinner: Sunday - Thursday: 5:00pm - 10:30pmFriday - Saturday: 5:00pm - 12:00am
48,55651,The Fat Radish,17 Orchard Street,New York,NY,New York / Tri-State Area,10002,US,212 300 4053x,40.715278999999995,-73.99194399999999,3,http://www.opentable.com/single.aspx?rid=55651,http://mobile.opentable.com/opentable/?restId=55651,https://www.opentable.com/img/restimages/55651.jpg,,,,,,,,,,,
49,91993,The MasalaWala,179 Essex Street,New York,NY,New York / Tri-State Area,10002,US,2123589300x,40.721911999999996,-73.98673000000001,2,http://www.opentable.com/single.aspx?rid=91993,http://mobile.opentable.com/opentable/?restId=91993,https://www.opentable.com/img/restimages/91993.jpg,31.0,4.4,89.0,4.4,4.1,3.7,Moderate,Casual Elegant,Indian Southeast Asian,$30 and under,Daily: 12:00pm - 12:00am
50,104296,Barn Joo,893 Broadway,New York,NY,New York / Tri-State Area,10003,US,6463989663x,40.738912,-73.990223,3,http://www.opentable.com/single.aspx?rid=104296,http://mobile.opentable.com/opentable/?restId=104296,https://www.opentable.com/img/restimages/104296.jpg,32.0,4.4,84.0,4.2,4.3,4.2,Moderate,Casual Elegant,Korean Asian Gastro Pub,$31 to $50,Monday-Wednesday: 11:30am-12:00amThursday-Friday: 11:30am-1:00amSaturday: 10:30am-1:00amSunday:10:30am-11:00pmLunch: 11:30am-4:00pm (MONDAY-FRIDAY)Brunch:10:30am-4:00pm (SATURDAY-SUNDAY)Dinner: 5:00pm-11:00pm (Monday-Saturday)5:00pm-10:00pm (Sunday)Grumpy Hour: 11:30am-4:00pmHappy Hour: 4:00pm-7:00pm
51,113683,Lil' Frankie's,19 First Avenue,New York,NY,New York / Tri-State Area,10003,US,2124204900x,40.723621,-73.988551,2,http://www.opentable.com/single.aspx?rid=113683,http://mobile.opentable.com/opentable/?restId=113683,https://www.opentable.com/img/restimages/113683.jpg,33.0,4.7,98.0,4.7,4.2,4.3,Moderate,Casual Dining,Italian Pizzeria,$30 and under,BE SOCIALtwitter instagram facebook foursquare   HOURSMonday-Thursday: 4:00pm-2:00amFriday-Saturday: 11:00am-4:00amSunday: 11:00-2:00am
52,152104,Botequim,132 4th Avenue,New York,NY,New York / Tri-State Area,10003,US,2124321324,40.733342,-73.99019200000001,2,http://www.opentable.com/single.aspx?rid=152104,http://mobile.opentable.com/opentable/?restId=152104,https://www.opentable.com/img/restimages/152104.jpg,,,,,,,,,,,
53,22558,Indochine,430 Lafayette Street,New York,NY,New York / Tri-State Area,10003,US,2125055111,40.729240999999995,-73.99252299999999,4,http://www.opentable.com/single.aspx?rid=22558,http://mobile.opentable.com/opentable/?restId=22558,https://www.opentable.com/img/restimages/22558.jpg,34.0,4.5,85.0,4.4,4.2,4.4,Moderate,Casual Elegant,Vietnamese French,$50 and over,Dinner: Sunday - Wednesday: 5:30pm - 11:30pm Thursday - Saturday: 5:30pm - 12:00am
54,144640,Corkbuzz Wine Studio,13 E 13th St,New York,NY,New York / Tri-State Area,10003,US,646-873-6071x,40.735038,-73.993193,2,http://www.opentable.com/single.aspx?rid=144640,http://mobile.opentable.com/opentable/?restId=144640,https://www.opentable.com/img/restimages/144640.jpg,,,,,,,,,,,
55,141115,Yuba,105 E. 9th St.,New York,NY,New York / Tri-State Area,10003,US,2127778188,40.730546999999994,-73.990061,3,http://www.opentable.com/single.aspx?rid=141115,http://mobile.opentable.com/opentable/?restId=141115,https://www.opentable.com/img/restimages/141115.jpg,35.0,4.7,97.0,4.8,4.8,4.3,Moderate,Casual Elegant,Japanese Fusion / Eclectic,$31 to $50,Lunch: Monday - Friday: 11:30am - 3:00pmDinner: Sunday - Wednesday: 5:00pm - 10:30pmThursday-Saturday: 5:00pm - 11:30pm Note: Saturday Dinner Menu only. Open at 12:00pm
56,105322,Lafayette,380 Lafayette Street,New York,NY,New York / Tri-State Area,10003,US,2125333000x,40.727552,-73.993418,3,http://www.opentable.com/single.aspx?rid=105322,http://mobile.opentable.com/opentable/?restId=105322,https://www.opentable.com/img/restimages/105322.jpg,36.0,4.4,84.0,4.2,4.1,4.4,Moderate,Casual Elegant,French Contemporary French Café,$31 to $50,Bakery:  7:30 am to close daily   Breakfast:  Monday - Friday: 8:00am - 11:15 am  Saturday & Sunday: 8:00am - 10:00am  Lunch:  Monday - Friday: 12:00pm - 3:00pm  Brunch: Saturday & Sunday: 10:00am - 3:00pm  Afternoon: Daily: 3:00pm - 5:30pm  Dinner:  Monday - Wednesday: 5:30 pm - 10:30 pm  Thursday - Saturday: 5:30pm - 11:00pm  Sunday: 5:30pm - 10:00pm  Happy Hour:  Monday - Friday: 4:00pm - 6:30pm
57,108817,Alder,157 Second Avenue,New York,NY,New York / Tri-State Area,10003,US,2125391900x,40.729746,-73.987243,3,http://www.opentable.com/single.aspx?rid=108817,http://mobile.opentable.com/opentable/?restId=108817,https://www.opentable.com/img/restimages/108817.jpg,,,,,,,,,,,
58,104584,Feast,102 3rd Ave.,New York,NY,New York / Tri-State Area,10003,US,2125298880,40.732555,-73.98796999999999,2,http://www.opentable.com/single.aspx?rid=104584,http://mobile.opentable.com/opentable/?restId=104584,https://www.opentable.com/img/restimages/104584.jpg,37.0,4.6,93.0,4.4,4.6,4.5,Moderate,Casual Dining,Contemporary American,$31 to $50,Dinner Monday - Thursday 5pm - 10:30pmDinner Friday 5pm - 11pmDinner Saturday 6pm - 11pmDinner Sunday 5:30pm - 10:00pmBrunch Saturday & Sunday 11am - 3pm
