,id,overall_rating,recommended_to_a_friend,food,service,ambiance,noise_level,dining_style,cuisines,price_range,hours_of_operation
56,105322,4.4,84,4.2,4.1,4.4,Moderate,Casual Elegant,French Contemporary French Café,$31 to $50,Bakery:  7:30 am to close daily   Breakfast:  Monday - Friday: 8:00am - 11:15 am  Saturday & Sunday: 8:00am - 10:00am  Lunch:  Monday - Friday: 12:00pm - 3:00pm  Brunch: Saturday & Sunday: 10:00am - 3:00pm  Afternoon: Daily: 3:00pm - 5:30pm  Dinner:  Monday - Wednesday: 5:30 pm - 10:30 pm  Thursday - Saturday: 5:30pm - 11:00pm  Sunday: 5:30pm - 10:00pm  Happy Hour:  Monday - Friday: 4:00pm - 6:30pm
57,108817,,,,,,,,,,
58,104584,4.6,93,4.4,4.6,4.5,Moderate,Casual Dining,Contemporary American,$31 to $50,Dinner Monday - Thursday 5pm - 10:30pmDinner Friday 5pm - 11pmDinner Saturday 6pm - 11pmDinner Sunday 5:30pm - 10:00pmBrunch Saturday & Sunday 11am - 3pm
59,103123,4.3,70,4.3,4.6,4.4,Quiet,Casual Elegant,Global International Spanish French,$31 to $50,Tuesday - Saturday: 6:00pm - 11:30am
60,117064,3.7,40,3.2,3.7,2.9,Moderate,,,,
61,140023,4.4,91,4.3,4.5,4.2,Moderate,,,,
62,96886,4.3,89,4,4.5,4.6,Quiet,Casual Elegant,Afternoon Tea Dessert,$50 and over,Wednesday-Friday 1:00pm - 4:00pm  Saturday-Sunday 12:00pm-5:00pm 
63,93754,3.9,87,4.1,3.8,3.6,Moderate,,,,
64,100417,4.5,100,4.5,4.3,4.1,Moderate,Casual Dining,Indian,$30 and under,"Lunch 
Mon-Thurs: 12pm-3pm
Fri-Sun: 12pm-4pm

Dinner: 
Mon-Thurs: 5pm-11pm
Fri & Sat: 4pm-12am
Sunday: 4pm-10pm "
65,76312,4.4,100,4,4.3,4.8,Quiet,Casual Dining,American Contemporary American Continental,$30 and under,Breakfast from 7 am to 5 pm daily  Brunch from 10 am to 5 pmLunch from 11 am to 5 pmDinner 5 pm to midnight Sunday - ThursdayDinner 5 pm - 1:30 am Fri-Sat
66,139741,4.6,91,4.5,4.6,4.5,Moderate,Casual Elegant,Contemporary American Global International,$31 to $50,Dinner: Sunday - Wednesday: 5:30pm - midnight (Kitchen until 10pm)Thursday - Saturday: 5:30pm - 1:00am (Kitchen until 11pm)
67,103240,4.1,91,4.2,3.9,4.1,Moderate,,,,
68,57310,4.4,96,4.4,4.3,4,Moderate,,,,
69,37768,4.6,91,4.6,4.6,4.5,Quiet,Casual Dining,Italian,$31 to $50,Lunch: Monday - Friday: 12:00pm - 3:00pm; Dinner: Monday - Wednesday: 5:00pm - 11:00pm Thursday - Friday: 5:00pm - 12:00am Saturday: 4:30pm - 12:00am Sunday: 4:00pm - 10:00pm
70,92197,,,,,,,,,,
71,76138,,,,,,,,,,
72,31165,4.1,85,4,3.8,3.9,Quiet,,,,
73,101368,4.5,94,4.6,4.4,4.1,Moderate,,,,
74,118186,,,,,,,,,,
75,118291,,,,,,,,,,
76,116047,4.5,89,4.4,4.5,4.2,Quiet,Casual Dining,Italian,$30 and under,Monday-SundayBreakfast 6am-11amLunch 12pm-3pmDinner 3pm-11:00pmBar 12pm-11pm
77,87547,4.7,90,4.7,4.8,4.5,Quiet,Fine Dining,Italian,$31 to $50,Monday - Friday: 11:30am - 3:00pmMonday - Friday: 5:00pm - 9:00pm
78,6765,4.4,82,4.3,4.3,4.2,Quiet,Casual Elegant,Steakhouse American,$31 to $50,Lunch & Dinner: Monday - Friday 11:30am-11:00pm Saturday & Sunday 5:00pm-11:00pm
79,78694,4.4,83,4.2,4.3,4.2,Moderate,Casual Dining,American Comfort Food Gastro Pub,$30 and under,Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Monday - Saturday: 4:00pm - 12:00am Saturday: 4:00pm - 11:00pm; Brunch: Saturday -Sunday: 11:00am - 3:30pm
80,78139,4.6,100,4.4,4.6,4.5,Moderate,Casual Elegant,Tapas / Small Plates,$30 and under,Lunch: Monday - Friday: 11:30am - 4:00pm; Dinner: Monday - Wednesday: 4:00pm - 2:00am Thursday - Saturday: 4:00pm - 4:00am Sunday: 4:00pm - 1:00am; Brunch: Saturday - Sunday: 12:00pm - 4:00pm
81,76930,3.9,84,3.8,3.9,3.7,Moderate,Casual Dining,American Irish International,$30 and under,Monday - Sunday: 11:00am - 4:00am
82,45523,4.3,93,4.2,4.3,4.6,Moderate,Casual Dining,Contemporary American,$30 and under,Restaurant HoursSunday: 11:00AM-10:00PMMonday-Tuesday: 11:00AM-11:00PMWednesday-Saturday: 11:00AM-12:00AMBar HoursSunday: 11:00AM-12:00AMMonday-Tuesday: 11:00AM-1:00AMWednesday-Saturday: 11:00AM-3:00AMOffice HoursMonday-Friday: 10:00AM-6:00PM
83,76924,3.6,75,3.7,3.3,3.5,Energetic,,,,
84,39748,4.4,91,4.2,4,4.6,Moderate,Casual Dining,Italian,$30 and under,Lunch: Monday - Sunday: 11:30am - 4:00pm; Dinner: Monday - Sunday: 4:00pm - 10:00pm 
85,11251,3.8,87,3.9,3.6,3.5,Moderate,,,,
86,5333,4.5,91,4.5,4.4,4.5,Moderate,Casual Elegant,Steakhouse American,$50 and over,Lunch: Monday - Friday 11:30am-3:00pm; Dinner: Monday - Saturday 5:00pm-10:00pm
87,3073,3.9,81,3.9,4,4.2,Quiet,Casual Dining,American Continental,$31 to $50,Monday - Saturday 11:30am - 9:00pm & Sunday 11:30am - 3pm. Beer Garden open daily (weather permitting) starting at 11:30am.Battery Gardens Restaurant will always have  Private Events on Saturday & Sunday's. Therefore for the Dinner Reservations for the Restaurant the only option that will be available is Outdoor Seating. The Inside Seating areas will be Reserved  for Private Events.Based on the event schedule; Lunch or Dinner may be served in an alternate dining room. A member of the management team will notify reservations if effected. 
88,7189,3.9,87,4,3.9,3.8,Moderate,,,,
89,139156,4,100,3.5,3.6,3.5,Moderate,Casual Dining,American Comfort Food Barbecue,$31 to $50,Lunch: Monday - Sunday: 11:00am - 4:00pmDinner: Saturday - Wednesday: 4:00pm - 10:00pmThursday - Friday: 4:00pm - 10:30pm
90,54454,4.6,97,4.6,4.3,4.4,Moderate,Casual Elegant,Steak American,$31 to $50,Monday - Saturday: 11:30am - 12:00am; Lounge/Bar open later
91,1980,4.6,93,4.4,4.5,4.6,Quiet,Casual Dining,American,$31 to $50,Breakfast: Mon- Fri 6:30am - 11:00am Sat and Sun 7am -11:30amWeekend Brunch Saturdays and Sundays: 11:00am - 2:30pm;Lunch Daily: Mon-Fri 11:00am - 2:30pm Sat 11:30-2:30pmDinner Daily: 6:00pm - 10:00pm
92,15040,4.4,73,4.3,4.2,4.1,Moderate,Casual Elegant,Japanese Sushi Bar / Lounge / Bottle Service,$30 and under,Mon - Fri: 11:30am - 10:30pmSat-Sun: 5:00pm-10:30pmHappy hour:Mon-Fri: 3:00pm-7:00pm (at the bar & sushi bar)Sat: 5:00pm-7:00pm
93,41932,4.1,83,4.1,4.2,3.8,Quiet,,,,
94,64933,,,,,,,,,,
95,51835,4.2,86,4.3,4.2,4,Moderate,Casual Dining,American Gastro Pub,$30 and under,Breakfast: Daily: 7:00am - 10:00am; Brunch: Saturday - Sunday: 10:00am - 4:00pm; Lunch: Monday - Friday: 11:30am - 3:00pm; Dinner: Daily: 5:00pm - 11:00pm
96,28126,4.2,88,3.8,3.7,3.9,Moderate,Casual Dining,Contemporary American Gastro Pub Comfort Food,$30 and under,Monday Through Friday from 11:30AM to 10:00PM 
97,68272,4.1,100,3.9,4.5,4.3,Quiet,Casual Dining,American Comfort Food,$30 and under,Monday - Thursday: 11:00am - 1:00am Friday - Saturday: 11:00am - 2:00am Sunday: 12:00pm - 1:00am
98,118318,3.8,77,3.7,3.7,3.8,Moderate,,,,
99,97837,4,79,4.1,4,4.1,Moderate,Casual Dining,Indian Contemporary Indian,$30 and under,Lunch: Daily: 11:00am - 2:45pm  Dinner: Daily: 5:00pm - 10:30pm
100,149734,4.6,91,4.7,4.8,4.5,Moderate,Casual Elegant,Italian,$31 to $50,Lunch: Monday - Friday: 11:45am - 4:00pmDinner: Monday - Friday: 4:00pm - 11:00pmSaturday: 5:00pm - 11:00pm
101,62287,,,,,,,,,,
102,63811,4.2,84,3.8,3.9,3.8,Moderate,Casual Dining,American,$30 and under,Hours:M-TH 11:30am-1am (Lunch and Dinner)FRI 11:30am- 2am (Lunch and Dinner)SAT 9:30am- 2am (Brunch and Dinner)SUN 9:30am-1am (Brunch and Dinner)
103,148357,,,,,,,,,,
104,147601,,,,,,,,,,
105,151951,4.6,87,4.6,4.6,4.5,Moderate,Casual Elegant,Italian Contemporary Italian,$31 to $50,Lunch: Monday - Friday: 11:00am - 3:00pmDinner: Monday - Sunday: 5pm - 11pm
106,145225,4.6,96,4.7,4.6,4.3,Moderate,Casual Elegant,French,$31 to $50,Dinner: Monday - Saturday: 5:00pm -10:30pm
107,38164,,,,,,,,,,
108,69439,4.6,85,4.6,4.2,4.4,Moderate,Casual Dining,Eastern European European Comfort Food,$30 and under,Lunch: Saturday - Sunday: 12:00pm - 5:00pm; Dinner: Sunday - Thursday: 5:00pm - 11:00pm Friday - Saturday: 5:00pm - 1:00am
109,147739,4,86,4.1,4.2,4.1,Moderate,,,,
110,112210,4.6,62,4.5,4.3,4,Quiet,Fine Dining,Japanese,$50 and over,Tuesday - Sunday: 6:00pm - 10:00pm
111,152458,4.7,94,4.7,4.4,4.4,Moderate,Casual Dining,Contemporary American Asian Chinese,$31 to $50,Dinner: Monday - Thursday: 6:00pm - 10:30pmFriday - Saturday: 6:00pm - 11:00pmSunday: Closed
112,114505,4.3,83,4.3,4.2,4.2,Moderate,Casual Dining,Modern Australian International Asian,$31 to $50,Mon - Thur: 11.00am - 11:00pmFriday: 11.00am - 12:00amSaturday: 11:00am - 12.00amSunday: 11:00am - 10:00pm
113,116248,4.1,87,4.1,4.1,4.1,Moderate,,,,
114,38509,4.7,99,4.7,4.6,4.6,Moderate,Casual Elegant,Italian,$31 to $50,Brunch: Saturday & Sunday: 12:00pm - 3:30pm; Dinner: Monday - Thursday: 6:00pm - 11:00pm Friday & Saturday: 6:00pm - 12:00am Sunday: 5:00pm - 11:00pm
115,108907,4.6,94,4.8,4.2,4.1,Moderate,Casual Dining,Georgian Mediterranean Russian,$30 and under,Monday - Thursday: 4:00 pm - 11:00 pmFriday: 12:00 pm - 11:00 pmSaturday - Sunday: 11:00 am - 11:00 pm
116,111187,,,,,,,,,,
117,73315,4.6,91,4.6,4.5,4.2,Moderate,Casual Dining,Contemporary American Comfort Food,$30 and under,Brunch: Saturday - Sunday: 11:00am - 3:45pm;Lunch: Tuesday - Friday: 11:30am - 3:45pm;Dinner: Monday - Thursday Sunday: 5:00pm - 11:00amFriday - Saturday: 5:00pm - 12:00am 
118,90538,4.2,92,3.5,3.7,4.2,Moderate,Casual Dining,Mediterranean French Eastern European,$30 and under,"
Friday - Sunday: 12:00pm - 5:00pm

Friday - Sunday: 12:00pm - 5:00pm

Monday - Thursday: 5:00pm - 11:00pm
Friday & Saturday: 5:00pm - 12:00am
Sunday: 5:00pm - 10:00pm"
119,16795,4.1,94,4.1,4,4.1,Moderate,,,,
120,65857,,,,,,,,,,
121,114679,,,,,,,,,,
122,59278,4.2,91,4.2,4.2,4,Moderate,,,,
123,64480,4.7,98,4.8,4.7,4.6,Moderate,Casual Dining,Tapas / Small Plates,$30 and under,Lunch: Saturday: 12:00pm - 4:00pm Sunday: 12:00pm - 4:00pm; Dinner: Monday - Wednesday: 5:00pm - 11:00pm Thursday - Friday: 5:00pm - 12:00am Saturday 4:00pm - 12am Sunday: 5:00pm - 10:00pm
124,70129,4.3,85,4.1,3.9,3.7,Moderate,Casual Dining,Mexican,$30 and under,Lunch: Tuesday - Friday: 11:30am - 4:00pm; Dinner: Sunday - Wednesday: 4:00pm - 11:00pm Thursday: 4:00pm - 12:00am Friday - Saturday: 4:00pm - 1:00am; Brunch: Saturday - Monday: 10:30am - 4:00pm
125,76861,4.5,93,4.3,4.4,4.3,Moderate,Casual Dining,Contemporary Mexican,$31 to $50,Dinner: Sunday: 5:00pm - 9:30pm Monday - Thursday: 5:00pm - 10:30pm Friday - Saturday: 5:00pm - 11:30pm; Brunch: Saturday: 11:00am - 4:00pm; Sunday 12noon - 5pm
126,71815,4.3,67,3.8,3.2,3.6,Moderate,Casual Dining,Italian American Comfort Food,$30 and under,Lunch: Monday - Sunday: 12:00pm - 4:00pm; Dinner: Monday - Friday: 4:00pm - 10:30pm Saturday - Sunday: 4:00pm - 11:00pm
127,98764,4.2,94,4.4,4.3,3.8,Moderate,,,,
128,72313,,,,,,,,,,
129,41515,4.6,90,4.5,4.4,4.3,Moderate,Casual Dining,Mediterranean Lebanese Middle Eastern,$30 and under,Lunch and Dinner: Daily: Sunday till Thursday  11:30am - 11:00pmLunch and Dinner: Daily: Friday & Saturday  11:30am - 1:00amBrunch: Saturday and Sunday: 11:30am - 5:00pm 
130,118699,4.6,98,4.5,4.3,4.6,Moderate,Casual Dining,Austrian Contemporary German European,$30 and under,Brunch: Saturday and Sunday: 11:30am - 3:30pmDinner: Sunday - Thursday: 5:00pm - 11:00pmFriday - Saturday: 5:00pm - 12:00am
131,36592,4.6,98,4.6,4.4,4.5,Moderate,Casual Dining,Italian Pizzeria Tapas / Small Plates,$30 and under,Breakfast and Lunch  Monday through Friday form  11am to 5pm  Dinner: Sunday  through Thursday: 5:00pm - 10:45pm Friday  through Saturday 5:00pm - 11:45pm;  Brunch: Saturday - Sunday: 12:00pm - 5:00pm     
132,24202,4.4,86,4.3,3.9,4,Moderate,Casual Dining,Barbecue Southern American,$30 and under,Lunch: Monday - Sunday: 12:00pm - 4:00pm Dinner: Sunday - Thursday: 4:00pm - 10:00pm Friday - Saturday: 4:00pm - 11:00pm; Bar open until 2:00am daily
133,95353,4.4,88,4.4,4.3,4.4,Moderate,Casual Elegant,American Seafood Southern,$31 to $50,LUNCHMonday - Friday 11:30 am - 3 pmBRUNCHSaturday - Sunday 10:30 am - 3 pmDINNERSunday and Monday 5:30 pm - 10 pmTuesday Wednesday and Thursday 5:30 pm - 11 pmFriday and Saturday 5:30 - 11pmBAR MENU Daily from 3 pm to 5:30 pm 
134,4582,4.5,84,4.5,4.6,4.4,Moderate,Casual Elegant,Steak American,$50 and over,BLT Prime is pleased to offer dinner seven nights per week.Monday - Thursday 5:30pm-10:30pmFriday & Saturday 5:30pm-11:00pmSunday 5:00pm-10:00pm
135,2494,4.5,95,4.2,4.2,4.3,Moderate,Casual Dining,American Mediterranean French,$31 to $50,Brunch 10:30 AM Weekends ; Lunch 11:30 AM Weekdays; Dinner 6pm Mon-Sat; 5pm Sunday
136,4226,3.2,100,3.3,3.4,3.4,Energetic,,,,
137,102517,4,84,3.9,3.9,4.2,Moderate,,,,
138,118963,,,,,,,,,,
139,112936,4.1,80,3.9,3.7,4,Moderate,Casual Elegant,Contemporary American,$30 and under,Dinner: Monday - Tuesday: 5:30pm - 10:00pmWednesday - Saturday: 5:30pm - 11:00pmBar Opens Monday-Friday at 3:00pm and Saturday at 5:30pmLounge Available for Private Parties & Events 7 days
140,67243,3.6,85,3.7,3.7,3.4,Moderate,,,,
141,41734,4.4,87,4.5,4.3,4.3,Moderate,Casual Elegant,Latin American Peruvian South American,$31 to $50,Dinner Monday - Thursday 5:00pm to 9:30pm Bar closes 10:30pmFriday & Saturday 5:00pm to 10:30pm Bar closes 11:30pmSaturday and Sunday Brunch and bar 11:30 am to 4:00 pm Closed Sunday evenings.
142,72937,3.9,83,3.8,3.7,4.1,Moderate,,,,
143,36766,4.6,89,4.5,4.4,4.5,Moderate,Casual Dining,Italian,$31 to $50,Breakfast: Monday - Friday 7:30am - 10:00amLunch: Monday - Friday noon - 2:00pmBrunch: Saturday - Sunday 10:00am - 2:30pmDinner: Sunday - Wednesday: 5:30pm - 10:00pm Thursday - Saturday: 5:30pm - 10:30pm 
144,92797,4.5,87,4.6,4.2,4.2,Moderate,Casual Dining,Sushi Japanese Contemporary Asian,$30 and under,Lunch Hours: Monday - Thursday: 11:30am -2:30pm Friday: 11:30am - 2:30pmDinner Hours: Mon - Thurs: 5:00pm - 10:30pmFriday: 5:00pm - 11:30pmSaturday: 5:00pm - 11:30pm Closed Sundays
145,101122,,,,,,,,,,
